兵种(刀，枪，骑，谋士，红颜)	技能	类型(1:主动，2：被动)	技能等级	技能战斗力系数	技能效果	技能效果参数	技能目标	效果描述	效果持续回合	技能伤害系数	升级Tips	战斗力附加值
3	1	1	3	128	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成128%的伤害		128	下一级：对目标造成的伤害提高至132%	60
3	1	1	4	132	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成132%的伤害		132	下一级：对目标造成的伤害提高至136%	80
3	1	1	5	136	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成136%的伤害		136	下一级：对目标造成的伤害提高至140%	100
3	1	1	6	140	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成140%的伤害		140	下一级：对目标造成的伤害提高至144%	120
3	1	1	7	144	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成144%的伤害		144	下一级：对目标造成的伤害提高至148%	140
3	1	1	8	148	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成148%的伤害		148	下一级：对目标造成的伤害提高至152%	160
3	1	1	9	152	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成152%的伤害		152	下一级：对目标造成的伤害提高至156%	180
3	1	1	10	156	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成156%的伤害		156	下一级：对目标造成的伤害提高至160%	200
3	1	1	11	160	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成160%的伤害		160	下一级：对目标造成的伤害提高至164%	220
3	1	1	12	164	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成164%的伤害		164	下一级：对目标造成的伤害提高至168%	240
3	1	1	13	168	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成168%的伤害		168	下一级：对目标造成的伤害提高至172%	260
3	1	1	14	172	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成172%的伤害		172	下一级：对目标造成的伤害提高至176%	280
3	1	1	15	176	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成176%的伤害		176	下一级：对目标造成的伤害提高至180%	300
3	1	1	16	180	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成180%的伤害		180	下一级：对目标造成的伤害提高至184%	320
3	1	1	17	184	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成184%的伤害		184	下一级：对目标造成的伤害提高至188%	340
3	1	1	18	188	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成188%的伤害		188	下一级：对目标造成的伤害提高至192%	360
3	1	1	19	192	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成192%的伤害		192	下一级：对目标造成的伤害提高至196%	380
3	1	1	20	196	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成196%的伤害		196	下一级：对目标造成的伤害提高至200%	400
3	1	1	21	200	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成200%的伤害		200	下一级：对目标造成的伤害提高至204%	420
3	1	1	22	204	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成204%的伤害		204	下一级：对目标造成的伤害提高至208%	440
3	1	1	23	208	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成208%的伤害		208	下一级：对目标造成的伤害提高至212%	460
3	1	1	24	212	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成212%的伤害		212	下一级：对目标造成的伤害提高至216%	480
3	1	1	25	216	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成216%的伤害		216	下一级：对目标造成的伤害提高至220%	500
3	1	1	26	220	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成220%的伤害		220	下一级：对目标造成的伤害提高至224%	520
3	1	1	27	224	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成224%的伤害		224	下一级：对目标造成的伤害提高至228%	540
3	1	1	28	228	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成228%的伤害		228	下一级：对目标造成的伤害提高至232%	560
3	1	1	29	232	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成232%的伤害		232	下一级：对目标造成的伤害提高至236%	580
3	1	1	30	236	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成236%的伤害		236	下一级：对目标造成的伤害提高至240%	600
3	1	1	31	240	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成240%的伤害		240	下一级：对目标造成的伤害提高至244%	620
3	1	1	32	244	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成244%的伤害		244	下一级：对目标造成的伤害提高至248%	640
3	1	1	33	248	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成248%的伤害		248	下一级：对目标造成的伤害提高至252%	660
3	1	1	34	252	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成252%的伤害		252	下一级：对目标造成的伤害提高至256%	680
3	1	1	35	256	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成256%的伤害		256	下一级：对目标造成的伤害提高至260%	700
3	1	1	36	260	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成260%的伤害		260	下一级：对目标造成的伤害提高至264%	720
3	1	1	37	264	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成264%的伤害		264	下一级：对目标造成的伤害提高至268%	740
3	1	1	38	268	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成268%的伤害		268	下一级：对目标造成的伤害提高至272%	760
3	1	1	39	272	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成272%的伤害		272	下一级：对目标造成的伤害提高至276%	780
3	1	1	40	276	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成276%的伤害		276	下一级：对目标造成的伤害提高至280%	800
3	1	1	41	280	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成280%的伤害		280	下一级：对目标造成的伤害提高至284%	820
3	1	1	42	284	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成284%的伤害		284	下一级：对目标造成的伤害提高至288%	840
3	1	1	43	288	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成288%的伤害		288	下一级：对目标造成的伤害提高至292%	860
3	1	1	44	292	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成292%的伤害		292	下一级：对目标造成的伤害提高至296%	880
3	1	1	45	296	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成296%的伤害		296	下一级：对目标造成的伤害提高至300%	900
3	1	1	46	300	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成300%的伤害		300	下一级：对目标造成的伤害提高至304%	920
3	1	1	47	304	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成304%的伤害		304	下一级：对目标造成的伤害提高至308%	940
3	1	1	48	308	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成308%的伤害		308	下一级：对目标造成的伤害提高至312%	960
3	1	1	49	312	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成312%的伤害		312	下一级：对目标造成的伤害提高至316%	980
3	1	1	50	316	atkweak	0	0	骑兵发动急袭，对敌方单个武将造成316%的伤害		316	已升到最高级	1000
3	2	2	1	0	unblock	50	0	永久提高骑兵50点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵100点破招	20
3	2	2	2	0	unblock	100	0	永久提高骑兵100点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵150点破招	40
3	2	2	3	0	unblock	150	0	永久提高骑兵150点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵200点破招	60
3	2	2	4	0	unblock	200	0	永久提高骑兵200点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵250点破招	80
3	2	2	5	0	unblock	250	0	永久提高骑兵250点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵300点破招	100
3	2	2	6	0	unblock	300	0	永久提高骑兵300点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵350点破招	120
3	2	2	7	0	unblock	350	0	永久提高骑兵350点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵400点破招	140
3	2	2	8	0	unblock	400	0	永久提高骑兵400点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵450点破招	160
3	2	2	9	0	unblock	450	0	永久提高骑兵450点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵500点破招	180
3	2	2	10	0	unblock	500	0	永久提高骑兵500点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵550点破招	200
3	2	2	11	0	unblock	550	0	永久提高骑兵550点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵600点破招	220
3	2	2	12	0	unblock	600	0	永久提高骑兵600点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵650点破招	240
3	2	2	13	0	unblock	650	0	永久提高骑兵650点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵700点破招	260
3	2	2	14	0	unblock	700	0	永久提高骑兵700点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵750点破招	280
3	2	2	15	0	unblock	750	0	永久提高骑兵750点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵800点破招	300
3	2	2	16	0	unblock	800	0	永久提高骑兵800点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵850点破招	320
3	2	2	17	0	unblock	850	0	永久提高骑兵850点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵900点破招	340
3	2	2	18	0	unblock	900	0	永久提高骑兵900点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵950点破招	360
3	2	2	19	0	unblock	950	0	永久提高骑兵950点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵1000点破招	380
3	2	2	20	0	unblock	1000	0	永久提高骑兵1000点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵1050点破招	400
3	2	2	21	0	unblock	1050	0	永久提高骑兵1050点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵1100点破招	420
3	2	2	22	0	unblock	1100	0	永久提高骑兵1100点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵1150点破招	440
3	2	2	23	0	unblock	1150	0	永久提高骑兵1150点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵1200点破招	460
3	2	2	24	0	unblock	1200	0	永久提高骑兵1200点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵1250点破招	480
3	2	2	25	0	unblock	1250	0	永久提高骑兵1250点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵1300点破招	500
3	2	2	26	0	unblock	1300	0	永久提高骑兵1300点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵1350点破招	520
3	2	2	27	0	unblock	1350	0	永久提高骑兵1350点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵1400点破招	540
3	2	2	28	0	unblock	1400	0	永久提高骑兵1400点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵1450点破招	560
3	2	2	29	0	unblock	1450	0	永久提高骑兵1450点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵1500点破招	580
3	2	2	30	0	unblock	1500	0	永久提高骑兵1500点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵1550点破招	600
3	2	2	31	0	unblock	1550	0	永久提高骑兵1550点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵1600点破招	620
3	2	2	32	0	unblock	1600	0	永久提高骑兵1600点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵1650点破招	640
3	2	2	33	0	unblock	1650	0	永久提高骑兵1650点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵1700点破招	660
3	2	2	34	0	unblock	1700	0	永久提高骑兵1700点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵1750点破招	680
3	2	2	35	0	unblock	1750	0	永久提高骑兵1750点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵1800点破招	700
3	2	2	36	0	unblock	1800	0	永久提高骑兵1800点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵1850点破招	720
3	2	2	37	0	unblock	1850	0	永久提高骑兵1850点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵1900点破招	740
3	2	2	38	0	unblock	1900	0	永久提高骑兵1900点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵1950点破招	760
3	2	2	39	0	unblock	1950	0	永久提高骑兵1950点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵2000点破招	780
3	2	2	40	0	unblock	2000	0	永久提高骑兵2000点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵2050点破招	800
3	2	2	41	0	unblock	2050	0	永久提高骑兵2050点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵2100点破招	820
3	2	2	42	0	unblock	2100	0	永久提高骑兵2100点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵2150点破招	840
3	2	2	43	0	unblock	2150	0	永久提高骑兵2150点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵2200点破招	860
3	2	2	44	0	unblock	2200	0	永久提高骑兵2200点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵2250点破招	880
3	2	2	45	0	unblock	2250	0	永久提高骑兵2250点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵2300点破招	900
3	2	2	46	0	unblock	2300	0	永久提高骑兵2300点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵2350点破招	920
3	2	2	47	0	unblock	2350	0	永久提高骑兵2350点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵2400点破招	940
3	2	2	48	0	unblock	2400	0	永久提高骑兵2400点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵2450点破招	960
3	2	2	49	0	unblock	2450	0	永久提高骑兵2450点破招，破招可降低敌方格挡几率			下一级：永久提高骑兵2500点破招	980
3	2	2	50	0	unblock	2500	0	永久提高骑兵2500点破招，破招可降低敌方格挡几率			已升到最高级	1000
3	3	1	1	120	atkcol	0	0	对纵向所有目标造成70%的伤害，最多可对三个武将造成伤害		70	下一级：对目标造成的伤害提高至72%	20
3	3	1	2	124	atkcol	0	0	对纵向所有目标造成72%的伤害，最多可对三个武将造成伤害		72	下一级：对目标造成的伤害提高至74%	40
3	3	1	3	128	atkcol	0	0	对纵向所有目标造成74%的伤害，最多可对三个武将造成伤害		74	下一级：对目标造成的伤害提高至76%	60
